,Gene,Z-Score
857,Exosc5,-0.586856773
858,Exosc6,3.013323254
859,Ext1,-0.586856773
860,Ezh2,-0.84401249
861,Ezr,0.441766092
862,F11r,-0.84401249
863,F2,-0.586856773
864,F2rl1,1.470388957
865,F7,-0.329701057
866,FGD2,2.591221079
867,FLOT1,-0.933824685
868,Fadd,3.527634687
869,Fam20c,-0.84401249
870,Fam210b,-0.586856773
871,Fam3a,-0.072545341
872,Fanca,-0.586856773
873,Fancc,-0.84401249
874,Fancd2,-0.586856773
875,Farp2,-0.84401249
876,Fas,-0.329701057
877,Fasl,-0.586856773
878,Fasn,-0.84401249
879,Fau,-0.586856773
880,Fbn1,-0.586856773
881,Fbxo38,-0.586856773
882,Fbxo7,-0.586856773
883,Fbxo9,-0.586856773
884,Fbxw7,-0.586856773
885,Fcamr,-0.586856773
886,Fcer1a,3.013323254
887,Fcer1g,3.013323254
888,Fcer2a,3.013323254
889,Fcgr1,3.013323254
890,Fcgr2b,1.727544673
891,Fcgr3,3.013323254
892,Fcgr4,-0.072545341
893,Fcgrt,-0.586856773
894,Fcmr,-0.84401249
895,Fcna,0.441766092
896,Fcnb,0.441766092
897,Fcrl1,-0.84401249
898,Fcrl5,0.441766092
899,Fcrl6,-0.072545341
900,Fcrlb,-0.072545341
901,Fech,-0.84401249
902,Fer,0.956077524
903,Fer1l5,-0.586856773
904,Fes,0.956077524
905,Ffar2,0.956077524
906,Ffar3,0.441766092
907,Fga,-0.586856773
908,Fgb,-0.586856773
909,Fgd2,"9.551487709, -0.238074948, 0.246163544"
910,Fgf10,-0.329701057
911,Fgf3,-0.84401249
912,Fgfr2,-0.84401249
913,Fgfr3,-0.586856773
914,Fgg,-0.586856773
915,Fgl1,-0.072545341
916,Fgl2,0.184610375
917,Fgr,1.213233241
918,Fkbp1a,-0.072545341
919,Fkbp1b,-0.84401249
920,Flcn,-0.84401249
921,Fli1,-0.84401249
922,Flnb,-0.586856773
923,Flot1,"-0.445291194, 0.825968346, 1.067765749"
924,Flot2,-0.329701057
925,Flt1,-0.84401249
926,Flt3,-0.586856773
927,Flt3l,-0.329701057
928,Flt4,-0.84401249
929,Flvcr1,-0.84401249
930,Fnip1,-0.84401249
931,Fos,-0.329701057
932,Foxf1,0.956077524
933,Foxj1,1.470388957
934,Foxl1,-0.84401249
935,Foxn1,-0.586856773
936,Foxo3,-0.586856773
937,Foxp1,0.441766092
938,Foxp3,3.527634687
939,Fpr-rs3,0.441766092
940,Fpr-rs4,0.441766092
941,Fpr-rs6,0.441766092
942,Fpr-rs7,0.441766092
943,Fpr1,0.441766092
944,Fpr2,0.441766092
945,Fpr3,0.441766092
946,Frk,-0.586856773
947,Fshb,-0.586856773
948,Fshr,-0.586856773
949,Fst,-0.84401249
950,Fstl3,-0.586856773
951,Fubp1,-0.84401249
952,Fut4,-0.586856773
953,Fut7,1.470388957
954,Fut9,-0.586856773
955,Fv1,-0.586856773
956,Fyb,0.441766092
957,Fyb2,0.441766092
958,Fyn,0.441766092
959,Fzd5,3.527634687
960,Fzd7,-0.84401249
961,Fzd8,-0.84401249
962,Fzd9,-0.84401249
963,G3bp1,-0.586856773
964,G3bp2,-0.586856773
965,G6pdx,-0.84401249
966,GABBR1,0.422307074
967,GLO1,0.708897251
968,GLP1R,0.351464222
969,GNL1,1.163597224
970,GTF2H4,0.857005407
971,Gab2,1.213233241
972,Gab3,-0.84401249
973,Gabbr1,"-0.340061942, 1.341651624, -0.280338619"
974,Gabpa,-0.586856773
975,Gadd45g,-0.586856773
976,Gal,-0.586856773
977,Galp,-0.586856773
978,Gapdh,-0.586856773
979,Gapt,-0.586856773
980,Gas2l1,-0.586856773
981,Gas6,-0.072545341
982,Gata1,-0.586856773
983,Gata2,1.213233241
984,Gata3,3.527634687
985,Gata6,-0.072545341
986,Gba,-0.84401249
987,Gbf1,-0.586856773
988,Gbp10,-0.586856773
989,Gbp11,-0.586856773
990,Gbp2,-0.586856773
991,Gbp2b,-0.586856773
992,Gbp3,-0.586856773
993,Gbp4,-0.072545341
994,Gbp5,0.441766092
995,Gbp6,-0.586856773
996,Gbp7,-0.586856773
997,Gbp8,-0.586856773
998,Gbp9,-0.586856773
999,Gch1,-0.586856773
1000,Gcnt1,-0.84401249
1001,Gcnt3,-0.586856773
1002,Gcsam,0.441766092
1003,Gene,"Z-Score, Z-Score: GSE60336, Z-Score: GSE_60337, SPath Z-Score"
1004,Gfer,0.698921808
1005,Gfi1,-0.84401249
1006,Gfi1b,-0.329701057
1007,Gfus,-0.586856773
1008,Ggt1,-0.586856773
1009,Gimap1,-0.84401249
1010,Git1,-0.84401249
1011,Gja1,-0.84401249
1012,Gli3,-0.329701057
1013,Glmn,-0.586856773
1014,Glo1,"-0.84401249, -0.234832691, 7.280432519, 4.541457088"
1015,Glp1r,"0.554386696, -0.312575466, -0.165708104"
1016,Gm10045,0.50177207
1017,Gm10074,-0.340061942
1018,Gm11127,3.527634687
1019,Gm11131,-0.445291194
1020,Gm12169,-0.329701057
1021,Gm13271,-0.586856773
1022,Gm13275,-0.586856773
1023,Gm13276,-0.586856773
1024,Gm13278,-0.586856773
1025,Gm13283,-0.586856773
1026,Gm13287,-0.586856773
1027,Gm15318,-0.392676568
1028,Gm16191,-0.445291194
1029,Gm16194,-0.234832691
1030,Gm16279,-0.340061942
1031,Gm16758,-0.076988813
1032,Gm17115,1.238376832
1033,Gm17276,0.712230574
1034,Gm17472,-0.586856773
1035,Gm17572,-0.024374188
1036,Gm17657,-0.340061942
1037,Gm19807,-0.445291194
1038,Gm20391,-0.445291194
1039,Gm20392,-0.445291194
1040,Gm20401,-0.234832691
1041,Gm20442,-0.287447317
1042,Gm20443,-0.340061942
1043,Gm20447,-0.392676568
1044,Gm20507,0.50177207
1045,Gm20525,-0.392676568
1046,Gm20526,-0.392676568
1047,Gm20530,0.186084316
1048,Gm20546,-0.445291194
1049,Gm20730,-0.586856773
1050,Gm21903,-0.076988813
1051,Gm21970,-0.586856773
1052,Gm22327,-0.024374188
1053,Gm22943,-0.392676568
1054,Gm23294,3.237732612
1055,Gm24026,-0.234832691
1056,Gm24661,-0.340061942
1057,Gm24970,-0.445291194
1058,Gm25049,-0.287447317
1059,Gm25447,-0.287447317
1060,Gm25555,1.238376832
1061,Gm25667,0.396542819
1062,Gm25883,-0.182218065
1063,Gm26549,-0.076988813
1064,Gm26858,-0.445291194
1065,Gm26885,0.028240438
1066,Gm27599,-0.392676568
1067,Gm28033,-0.392676568
1068,Gm28043,-0.445291194
1069,Gm28052,-0.392676568
1070,Gm318,-0.445291194
1071,Gm36028,0.441766092
1072,Gm36723,-0.84401249
1073,Gm42421,-0.84401249
1074,Gm42543,-0.586856773
1075,Gm4256,-0.287447317
1076,Gm4271,-0.287447317
1077,Gm43218,-0.586856773
1078,Gm43302,-0.586856773
1079,Gm4461,-0.076988813
1080,Gm45717,-0.586856773
1081,Gm45915,-0.84401249
1082,Gm4830,-0.340061942
1083,Gm4831,"-0.340061942, -0.768318344, -0.852915546"
1084,Gm49352,-0.586856773
1085,Gm5150,-0.329701057
1086,Gm5571,-0.586856773
1087,Gm5629,0.441766092
1088,Gm5682,-0.392676568
1089,Gm5849,-0.586856773
1090,Gm6623,"0.238698941, -0.634018317, -0.863844952"
1091,Gm7030,3.527634687
1092,Gm7534,-0.84401249
1093,Gm8810,-0.392676568
1094,Gm8835,-0.287447317
1095,Gm8878,0.396542819
1096,Gm8909,"3.527634687, -0.445291194"
1097,Gm9573,"-0.234832691, -0.561756137, -0.596743875"
1098,Gm9574,-0.287447317
1099,Gm9612,-0.445291194
1100,Gm9613,-0.445291194
1101,Gm9733,-0.329701057
1102,Gmpr2,-0.84401249
1103,Gnao1,3.527634687
1104,Gnas,-0.329701057
1105,Gnl1,"-0.392676568, -0.708982079, -0.228565325"
1106,Gnrh1,-0.586856773
1107,Golph3,-0.84401249
1108,Gon4l,-0.84401249
1109,Gp2,-0.586856773
1110,Gpam,-0.072545341
1111,Gpatch3,-0.072545341
1112,Gpatch4,-0.84401249
1113,Gpc3,-0.84401249
1114,Gper1,-0.329701057
1115,Gpi1,0.184610375
1116,Gpld1,0.441766092
1117,Gpnmb,-0.586856773
1118,Gpr108,-0.072545341
1119,Gpr137,-0.586856773
1120,Gpr137b,-0.586856773
1121,Gpr15,-0.84401249
1122,Gpr17,-0.072545341
1123,Gpr171,-0.586856773
1124,Gpr174,-0.84401249
1125,Gpr18,-0.586856773
1126,Gpr183,-0.072545341
1127,Gpr31b,0.441766092
1128,Gpr33,0.441766092
1129,Gpr35,-0.84401249
1130,Gpr55,-0.586856773
1131,Gpr68,-0.329701057
1132,Gpr89,-0.84401249
1133,Gprc5b,0.184610375
1134,Gps2,0.441766092
1135,Gpsm3,-0.329701057
1136,Gpx1,-0.072545341
1137,Gpx2,-0.072545341
1138,Grem1,-0.586856773
1139,Grn,0.698921808
1140,Gsdma,-0.586856773
1141,Gsdma2,-0.586856773
1142,Gsdma3,-0.586856773
1143,Gsdmc,-0.586856773
1144,Gsdmc2,-0.586856773
1145,Gsdmc3,-0.586856773
1146,Gsdmc4,-0.586856773
1147,Gsdmd,-0.586856773
1148,Gsdme,0.441766092
1149,Gsk3b,-0.329701057
1150,Gsn,-0.586856773
1151,Gtf2h4,"-0.340061942, 0.095276191, -0.833276608"
1152,Gtpbp2,3.527634687
1153,Gzmb,-0.586856773
1154,Gzmm,-0.586856773
1155,H2-Aa,-0.072545341
1156,H2-Ab1,1.470388957
1157,H2-Bl,"3.527634687, -0.445291194, -0.018339574, -0.523154685"
1158,H2-D1,3.527634687
1159,H2-DMa,1.470388957
1160,H2-DMb1,-0.586856773
1161,H2-DMb2,-0.84401249
1162,H2-Eb1,-0.586856773
1163,H2-K1,3.527634687
1164,H2-L,3.527634687
1165,H2-M1,3.527634687
1166,H2-M10.1,3.527634687
1167,H2-M10.2,3.527634687
1168,H2-M10.3,3.527634687
1169,H2-M10.4,"3.527634687, -0.445291194, 0.610826526, 0.118337598"
1170,H2-M10.5,"3.527634687, -0.234832691, -0.07092889, -0.235299599"
1171,H2-M10.6,"3.527634687, -0.445291194, -0.732597447, -0.575503533"
1172,H2-M11,3.527634687
1173,H2-M2,3.527634687
1174,H2-M3,3.527634687
1175,H2-M5,3.527634687
1176,H2-M9,"3.527634687, -0.392676568, -0.680020972, -0.460912691"
1177,H2-Oa,-0.586856773
1178,H2-Ob,-0.586856773
1179,H2-Q1,3.527634687
1180,H2-Q10,3.527634687
1181,H2-Q2,3.527634687
1182,H2-Q4,3.527634687
1183,H2-Q5,0.659615948
1184,H2-Q6,3.527634687
1185,H2-Q7,3.527634687
1186,H2-Q8,3.527634687
1187,H2-Q9,3.527634687
1188,H2-T10,"3.527634687, -0.445291194, 0.655709151, -0.274770417"
1189,H2-T22,3.527634687
1190,H2-T23,"3.527634687, -0.392676568, -0.564898068, 1.493617335"
1191,H2-T24,"3.527634687, -0.445291194, -0.23387052, 0.910994931"
1192,H2-T3,3.527634687
1193,H2bc1,-0.84401249
1194,H2bc12,-0.586856773
1195,H2bc13,-0.586856773
1196,H2bc21,-0.586856773
1197,H2bc4,-0.586856773
1198,H2bc6,-0.586856773
1199,H2bc7,-0.586856773
1200,H2bc8,-0.586856773
1201,H4c1,-0.586856773
1202,H4c11,-0.586856773
1203,H4c12,-0.586856773
1204,H4c14,-0.586856773
1205,H4c17,-0.586856773
1206,H4c18,-0.586856773
1207,H4c2,-0.586856773
1208,H4c3,-0.586856773
1209,H4c4,-0.586856773
1210,H4c6,-0.586856773
1211,H4c8,-0.586856773
1212,H4c9,-0.586856773
1213,H4f16,-0.586856773
1214,H60a,1.984700389
1215,H60b,-0.586856773
1216,H60c,-0.586856773
1217,HNRNPM,-1.722648136
1218,HSF2BP,4.324240669
1219,Hamp,-0.072545341
1220,Hamp2,-0.586856773
1221,Hand2,-0.84401249
1222,Havcr1,-0.329701057
1223,Havcr2,1.727544673
1224,Hax1,-0.329701057
1225,Hba-a1,-0.84401249
1226,Hba-a2,-0.84401249
1227,Hba-x,-0.84401249
1228,Hbb-b1,-0.84401249
1229,Hbb-b2,-0.586856773
1230,Hc,0.441766092
1231,Hcar2,-0.329701057
1232,Hck,-0.586856773
1233,Hcls1,-0.329701057
1234,Hcst,-0.072545341
1235,Hdac5,-0.84401249
1236,Hdac7,-0.84401249
1237,Hdac9,-0.84401249
1238,Heatr9,-0.84401249
1239,Hectd1,-0.84401249
1240,Hells,-0.84401249
1241,Heph,-0.84401249
1242,Herc6,-0.586856773
1243,Hes1,-0.329701057
1244,Hexim1,0.441766092
1245,Hfe,1.470388957
1246,Hhex,-0.84401249
1247,Hif1a,-0.586856773
1248,Hk1,0.441766092
1249,Hlx,1.470388957
1250,Hmces,3.013323254
1251,Hmgb1,1.984700389
1252,Hmgb2,0.441766092
1253,Hmgb3,-0.329701057
1254,Hmox1,0.956077524
1255,Hnrnpm,"0.080855064, 0.256874486, 0.67086031"
1256,Hoxa3,-0.84401249
1257,Hoxa5,-0.586856773
1258,Hoxa7,-0.586856773
1259,Hoxa9,-0.586856773
1260,Hoxb3,-0.84401249
1261,Hoxb4,-0.84401249
1262,Hoxb6,-0.84401249
1263,Hoxb7,-0.84401249
1264,Hoxb8,-0.586856773
1265,Hp,-0.586856773
1266,Hprt,-0.586856773
1267,Hps1,-0.329701057
1268,Hpx,3.013323254
1269,Hras,0.441766092
1270,Hrg,0.441766092
1271,Hrh1,-0.84401249
1272,Hrnr,-0.84401249
1273,Hs1bp3,-0.84401249
1274,Hsd3b7,-0.84401249
1275,Hsf1,-0.329701057
1276,Hsf2bp,"0.080855064, -0.697965566, -0.056665351"
1277,Hsh2d,-0.84401249
1278,Hsp90aa1,0.441766092
1279,Hspa8,3.527634687
1280,Hspa9,-0.586856773
1281,Hspb1,-0.586856773
1282,Hspd1,3.527634687
1283,Hsph1,-0.329701057
1284,Htra1,-0.072545341
1285,Hyal2,-0.586856773
1286,Icam1,-0.072545341
1287,Icos,-0.329701057
1288,Icosl,0.441766092
1289,Id2,-0.329701057
1290,Ide,-0.84401249
1291,Ido1,0.441766092
1292,Ido2,-0.84401249
1293,Ifi202a,0.441766092
1294,Ifi203,0.441766092
1295,Ifi204,0.441766092
1296,Ifi205,0.441766092
1297,Ifi208,0.441766092
1298,Ifi209,0.441766092
1299,Ifi211,0.441766092
1300,Ifi214,0.441766092
1301,Ifi27l2b,-0.586856773
1302,Ifi30,-0.84401249
1303,Ifi35,0.441766092
1304,Ifi44,-0.586856773
1305,Ifi44l,-0.586856773
1306,Ifih1,-0.586856773
1307,Ifit1,-0.586856773
1308,Ifit1bl1,-0.586856773
1309,Ifit1bl2,-0.586856773
1310,Ifit2,-0.586856773
1311,Ifit3,-0.586856773
1312,Ifit3b,-0.586856773
1313,Ifitm1,-0.586856773
1314,Ifitm2,-0.586856773
1315,Ifitm3,-0.586856773
1316,Ifitm6,-0.586856773
1317,Ifitm7,-0.586856773
1318,Ifna1,-0.072545341
1319,Ifna11,-0.586856773
1320,Ifna12,-0.586856773
1321,Ifna13,-0.586856773
1322,Ifna14,-0.586856773
1323,Ifna15,-0.586856773
1324,Ifna16,-0.586856773
1325,Ifna2,-0.586856773
1326,Ifna4,-0.586856773
1327,Ifna5,-0.586856773
1328,Ifna6,-0.586856773
1329,Ifna7,-0.586856773
1330,Ifna9,-0.586856773
1331,Ifnab,-0.586856773
1332,Ifnar1,-0.586856773
1333,Ifnar2,-0.586856773
1334,Ifnb1,1.470388957
1335,Ifne,-0.586856773
1336,Ifng,3.013323254
1337,Ifngr1,-0.586856773
1338,Ifngr2,-0.586856773
1339,Ifnk,-0.586856773
1340,Ifnl2,0.441766092
1341,Ifnl3,0.441766092
1342,Ifnlr1,-0.072545341
1343,Ifnz,-0.586856773
1344,Igbp1,-0.84401249
1345,Igbp1b,-0.84401249
1346,Igf1,-0.329701057
1347,Igf1r,-0.586856773
1348,Igf2,0.956077524
1349,Igfbp2,-0.329701057
1350,Igh-7,3.013323254
1351,Igh-8,3.013323254
1352,Igh-VJ558,0.441766092
1353,Igha,1.984700389
1354,Ighd,0.441766092
1355,Ighg,0.441766092
1356,Ighg1,3.013323254
1357,Ighg2a,3.013323254
1358,Ighg2b,3.013323254
1359,Ighg2c,1.984700389
1360,Ighg3,1.984700389
1361,Ighm,0.698921808
1362,Ighv1-11,0.441766092
1363,Ighv1-12,0.441766092
1364,Ighv1-15,0.441766092
1365,Ighv1-16,0.441766092
1366,Ighv1-18,0.441766092
1367,Ighv1-19,0.441766092
1368,Ighv1-20,0.441766092
1369,Ighv1-22,0.441766092
1370,Ighv1-23,0.441766092
1371,Ighv1-24,0.441766092
1372,Ighv1-26,0.441766092
1373,Ighv1-31,0.441766092
1374,Ighv1-34,0.441766092
1375,Ighv1-36,0.441766092
1376,Ighv1-37,0.441766092
1377,Ighv1-39,0.441766092
1378,Ighv1-4,0.441766092
1379,Ighv1-42,0.441766092
1380,Ighv1-43,0.441766092
1381,Ighv1-47,0.441766092
1382,Ighv1-49,0.441766092
1383,Ighv1-5,0.441766092
1384,Ighv1-50,0.441766092
1385,Ighv1-52,0.441766092
1386,Ighv1-53,0.441766092
1387,Ighv1-54,0.441766092
1388,Ighv1-55,0.441766092
1389,Ighv1-56,0.441766092
1390,Ighv1-58,0.441766092
1391,Ighv1-59,0.441766092
1392,Ighv1-61,0.441766092
1393,Ighv1-62-2,0.441766092
1394,Ighv1-62-3,0.441766092
1395,Ighv1-63,0.441766092
1396,Ighv1-64,0.441766092
1397,Ighv1-66,0.441766092
1398,Ighv1-67,0.441766092
1399,Ighv1-69,0.441766092
1400,Ighv1-7,0.441766092
1401,Ighv1-72,0.441766092
1402,Ighv1-74,0.441766092
1403,Ighv1-75,0.441766092
1404,Ighv1-76,0.441766092
1405,Ighv1-77,0.441766092
1406,Ighv1-78,0.441766092
1407,Ighv1-80,0.441766092
1408,Ighv1-81,0.441766092
1409,Ighv1-82,0.441766092
1410,Ighv1-85,0.441766092
1411,Ighv1-9,0.441766092
1412,Ighv10-1,0.441766092
1413,Ighv10-3,0.441766092
1414,Ighv11-1,0.441766092
1415,Ighv11-2,0.441766092
1416,Ighv12-3,0.441766092
1417,Ighv13-2,0.441766092
1418,Ighv14-1,0.441766092
1419,Ighv14-2,0.441766092
1420,Ighv14-3,0.441766092
1421,Ighv14-4,0.441766092
1422,Ighv15-2,0.441766092
1423,Ighv16-1,0.441766092
1424,Ighv2-2,0.441766092
1425,Ighv2-3,0.441766092
1426,Ighv2-5,0.441766092
1427,Ighv2-6,0.441766092
1428,Ighv2-6-8,0.441766092
1429,Ighv2-7,0.441766092
1430,Ighv2-9,0.441766092
1431,Ighv2-9-1,0.441766092
1432,Ighv3-1,0.441766092
1433,Ighv3-3,0.441766092
1434,Ighv3-4,0.441766092
1435,Ighv3-6,0.441766092
1436,Ighv3-8,0.441766092
1437,Ighv4-1,0.441766092
1438,Ighv5-12,0.441766092
1439,Ighv5-12-4,0.441766092
1440,Ighv5-15,0.441766092
1441,Ighv5-16,0.441766092
1442,Ighv5-17,0.441766092
1443,Ighv5-2,0.441766092
1444,Ighv5-4,0.441766092
1445,Ighv5-6,0.441766092
1446,Ighv5-9,0.441766092
1447,Ighv5-9-1,0.441766092
1448,Ighv6-3,0.441766092
1449,Ighv6-4,0.441766092
1450,Ighv6-5,0.441766092
1451,Ighv6-6,0.441766092
1452,Ighv6-7,0.441766092
1453,Ighv7-1,0.441766092
1454,Ighv7-2,0.441766092
1455,Ighv7-3,0.441766092
1456,Ighv7-4,0.441766092
1457,Ighv8-11,0.441766092
1458,Ighv8-12,0.441766092
1459,Ighv8-13,0.441766092
1460,Ighv8-2,0.441766092
1461,Ighv8-4,0.441766092
1462,Ighv8-5,0.441766092
1463,Ighv8-6,0.441766092
1464,Ighv8-8,0.441766092
1465,Ighv8-9,0.441766092
1466,Ighv9-1,0.441766092
1467,Ighv9-2,0.441766092
1468,Ighv9-3,0.441766092
1469,Ighv9-4,0.441766092
1470,Igk-V19-17,-0.586856773
1471,Igkc,0.441766092
1472,Igkv1-110,-0.586856773
1473,Igkv1-117,-0.586856773
1474,Igkv1-122,-0.586856773
1475,Igkv1-131,-0.586856773
1476,Igkv1-132,-0.586856773
1477,Igkv1-133,-0.586856773
1478,Igkv1-135,-0.586856773
1479,Igkv1-35,-0.586856773
1480,Igkv1-88,-0.586856773
1481,Igkv1-99,-0.586856773
1482,Igkv10-94,-0.586856773
1483,Igkv10-95,-0.586856773
1484,Igkv10-96,-0.586856773
1485,Igkv12-38,-0.586856773
1486,Igkv12-41,-0.586856773
1487,Igkv12-44,-0.586856773
1488,Igkv12-46,-0.586856773
1489,Igkv12-89,-0.586856773
1490,Igkv12-98,-0.586856773
1491,Igkv13-84,-0.586856773
1492,Igkv13-85,-0.586856773
1493,Igkv14-100,-0.586856773
1494,Igkv14-111,-0.586856773
1495,Igkv14-126,-0.586856773
1496,Igkv14-130,-0.586856773
1497,Igkv15-103,-0.586856773
1498,Igkv16-104,-0.586856773
1499,Igkv17-121,-0.586856773
1500,Igkv17-127,-0.586856773
1501,Igkv18-36,-0.586856773
1502,Igkv19-93,-0.586856773
1503,Igkv2-109,-0.586856773
1504,Igkv2-112,-0.586856773
1505,Igkv2-137,-0.586856773
1506,Igkv20-101-2,-0.586856773
1507,Igkv3-1,-0.586856773
1508,Igkv3-10,-0.586856773
1509,Igkv3-12,-0.586856773
1510,Igkv3-2,-0.586856773
1511,Igkv3-3,-0.586856773
1512,Igkv3-4,-0.586856773
1513,Igkv3-5,-0.586856773
1514,Igkv3-7,-0.586856773
1515,Igkv3-9,-0.586856773
1516,Igkv4-50,-0.586856773
1517,Igkv4-51,-0.586856773
1518,Igkv4-53,-0.586856773
1519,Igkv4-54,-0.586856773
1520,Igkv4-55,-0.586856773
1521,Igkv4-57,-0.586856773
1522,Igkv4-57-1,-0.586856773
1523,Igkv4-58,-0.586856773
1524,Igkv4-59,-0.586856773
1525,Igkv4-61,-0.586856773
1526,Igkv4-62,-0.586856773
1527,Igkv4-63,-0.586856773
1528,Igkv4-68,-0.586856773
1529,Igkv4-69,-0.586856773
1530,Igkv4-70,-0.586856773
1531,Igkv4-71,-0.586856773
1532,Igkv4-72,-0.586856773
1533,Igkv4-74,-0.586856773
1534,Igkv4-78,-0.586856773
1535,Igkv4-79,-0.586856773
1536,Igkv4-80,-0.586856773
1537,Igkv4-81,-0.586856773
1538,Igkv4-86,-0.586856773
1539,Igkv4-90,-0.586856773
1540,Igkv4-91,-0.586856773
1541,Igkv4-92,-0.586856773
1542,Igkv5-37,-0.586856773
1543,Igkv5-39,-0.586856773
1544,Igkv5-43,-0.586856773
1545,Igkv5-45,-0.586856773
1546,Igkv5-48,-0.586856773
1547,Igkv6-13,-0.586856773
1548,Igkv6-14,-0.586856773
1549,Igkv6-15,-0.586856773
1550,Igkv6-20,-0.586856773
1551,Igkv6-23,-0.586856773
1552,Igkv6-25,-0.586856773
1553,Igkv6-29,-0.586856773
1554,Igkv6-32,-0.586856773
1555,Igkv7-33,-0.586856773
1556,Igkv8-16,-0.586856773
1557,Igkv8-18,-0.586856773
1558,Igkv8-19,-0.586856773
1559,Igkv8-21,-0.586856773
1560,Igkv8-24,-0.586856773
1561,Igkv8-26,-0.586856773
1562,Igkv8-27,-0.586856773
1563,Igkv8-28,-0.586856773
1564,Igkv8-30,-0.586856773
1565,Igkv8-34,-0.586856773
1566,Igkv9-123,-0.586856773
1567,Igkv9-124,-0.586856773
1568,Igkv9-129,-0.586856773
1569,Iglc1,0.441766092
1570,Iglc2,0.441766092
1571,Iglc3,0.441766092
1572,Iglc4,0.441766092
1573,Igll1,0.441766092
1574,Iglv1,-0.586856773
1575,Iglv2,-0.586856773
1576,Iglv3,-0.586856773
1577,Ihh,-0.329701057
1578,Iigp1,-0.586856773
1579,Ikbkb,-0.84401249
1580,Ikbke,0.441766092
1581,Ikbkg,0.441766092
1582,Ikzf1,-0.329701057
1583,Ikzf3,-0.586856773
1584,Il10,0.956077524
1585,Il10rb,-0.586856773
1586,Il11ra1,-0.84401249
1587,Il12a,3.527634687
1588,Il12b,3.527634687
1589,Il12rb1,1.470388957
1590,Il13,1.213233241
1591,Il13ra2,0.956077524
1592,Il15,0.441766092
1593,Il15ra,-0.329701057
1594,Il16,-0.329701057
1595,Il17a,0.956077524
1596,Il17b,-0.84401249
1597,Il17c,-0.84401249
1598,Il17d,-0.586856773
1599,Il17f,0.956077524
1600,Il17ra,-0.586856773
1601,Il17rc,-0.586856773
1602,Il18,3.527634687
1603,Il18bp,-0.586856773
1604,Il18r1,3.527634687
1605,Il18rap,1.984700389
1606,Il1a,-0.072545341
1607,Il1b,3.527634687
1608,Il1f10,-0.586856773
1609,Il1r1,3.527634687
1610,Il1rap,-0.586856773
1611,Il1rl1,0.698921808
1612,Il1rl2,-0.072545341
1613,Il1rn,-0.586856773
1614,Il2,3.013323254
1615,Il20,-0.329701057
1616,Il20rb,1.470388957
1617,Il21,1.984700389
1618,Il22ra1,-0.586856773
1619,Il23a,3.527634687
1620,Il23r,1.470388957
1621,Il25,-0.586856773
1622,Il27,0.698921808
1623,Il27ra,2.241856106
1624,Il2ra,-0.072545341
1625,Il2rb,-0.84401249
1626,Il2rg,-0.329701057
1627,Il3,-0.072545341
1628,Il31,-0.84401249
1629,Il31ra,-0.586856773
1630,Il33,1.470388957
1631,Il34,-0.072545341
1632,Il36a,-0.586856773
1633,Il36b,-0.072545341
1634,Il36g,-0.586856773
1635,Il36rn,-0.586856773
1636,Il3ra,-0.84401249
1637,Il4,3.527634687
1638,Il4i1,1.727544673
1639,Il4ra,1.727544673
1640,Il5,0.441766092
1641,Il5ra,-0.586856773
1642,Il6,3.527634687
1643,Il6ra,-0.586856773
1644,Il6st,-0.329701057
1645,Il7,-0.072545341
1646,Il7r,1.727544673
1647,Il9,-0.586856773
1648,Ilf3,-0.586856773
1649,Ilrun,-0.072545341
1650,Impdh1,-0.84401249
1651,Impdh2,-0.84401249
1652,Inava,0.441766092
1653,Inhba,-0.586856773
1654,Inpp4b,-0.586856773
1655,Inpp5d,0.184610375
1656,Inppl1,-0.84401249
1657,Ins2,0.184610375
1658,Ipo7,-0.586856773
1659,Irak1,-0.586856773
1660,Irak1bp1,-0.586856773
1661,Irak3,0.441766092
1662,Irak4,-0.586856773
1663,Ireb2,-0.84401249
1664,Irf1,1.470388957
1665,Irf2,-0.586856773
1666,Irf2bp2,-0.84401249
