,Gene,Z-Score
2497,Rab35,-0.84401249
2498,Rab3b,-0.84401249
2499,Rab3c,-0.84401249
2500,Rab43,-0.586856773
2501,Rab44,"-0.445291194, -0.181225522, 2.734408573"
2502,Rab4a,-0.84401249
2503,Rab5b,-0.84401249
2504,Rab6a,-0.84401249
2505,Rab7b,-0.329701057
2506,Rab8b,-0.84401249
2507,Rabgap1l,-0.84401249
2508,Rabgef1,1.213233241
2509,Rabl3,-0.84401249
2510,Rac1,-0.329701057
2511,Rac2,0.956077524
2512,Raet1a,-0.586856773
2513,Raet1b,1.984700389
2514,Raet1c,-0.586856773
2515,Raet1d,-0.586856773
2516,Raet1e,-0.586856773
2517,Raf1,-0.84401249
2518,Rag1,-0.072545341
2519,Rag2,-0.586856773
2520,Rap1a,0.956077524
2521,Rapgef1,0.956077524
2522,Rara,0.956077524
2523,Rarg,-0.586856773
2524,Rarres2,-0.072545341
2525,Rasal3,"-0.329701057, -0.234832691, -0.259774887, -0.826104572"
2526,Rasgrp1,1.984700389
2527,Rassf2,-0.586856773
2528,Rb1,-0.329701057
2529,Rbck1,0.441766092
2530,Rbfox2,-0.586856773
2531,Rbm14,0.441766092
2532,Rbm15,-0.586856773
2533,Rbm47,-0.84401249
2534,Rbmy,-0.84401249
2535,Rbp1,-0.586856773
2536,Rbp4,0.184610375
2537,Rbpj,-0.586856773
2538,Rc3h1,1.213233241
2539,Rc3h2,1.213233241
2540,Rcor1,-0.586856773
2541,Reg1,-0.586856773
2542,Reg2,-0.586856773
2543,Reg3a,-0.586856773
2544,Reg3b,-0.586856773
2545,Reg3d,-0.586856773
2546,Reg3g,-0.586856773
2547,Rel,-0.586856773
2548,Rela,0.441766092
2549,Relb,-0.586856773
2550,Rest,-0.84401249
2551,Ret,-0.84401249
2552,Retnlg,-0.84401249
2553,Rfpl4b,-0.586856773
2554,Rftn1,0.441766092
2555,Rgcc,0.441766092
2556,Rhag,-0.84401249
2557,Rhbdd3,-0.586856773
2558,Rhd,-0.84401249
2559,Rhoa,-0.329701057
2560,Rhog,-0.586856773
2561,Rhoh,-0.329701057
2562,Rif1,3.013323254
2563,Rin3,-0.586856773
2564,Riok3,0.441766092
2565,Ripk1,-0.329701057
2566,Ripk2,1.984700389
2567,Ripk3,1.470388957
2568,Ripor2,-0.329701057
2569,Rnase2a,-0.586856773
2570,Rnase2b,-0.586856773
2571,Rnase6,-0.586856773
2572,Rnasel,-0.586856773
2573,Rnf125,-0.586856773
2574,Rnf135,-0.072545341
2575,Rnf166,-0.586856773
2576,Rnf168,-0.586856773
2577,Rnf187,-0.586856773
2578,Rnf19b,-0.586856773
2579,Rnf216,-0.072545341
2580,Rnf26,-0.072545341
2581,Rnf31,0.441766092
2582,Rnf39,"-0.586856773, -0.445291194, -0.138723829, -0.712105801"
2583,Rnf41,-0.586856773
2584,Rnf8,"-0.586856773, 0.028240438, 0.855016942, -0.198797857"
2585,Ro60,-0.84401249
2586,Rock1,-0.84401249
2587,Rogdi,-0.84401249
2588,Romo1,-0.586856773
2589,Ror2,-0.329701057
2590,Rora,-0.329701057
2591,Rorc,-0.329701057
2592,Rpa1,-0.84401249
2593,Rpl13a,-0.586856773
2594,Rpl22,-0.84401249
2595,Rpl30,-0.586856773
2596,Rpl39,-0.586856773
2597,Rps14,-0.84401249
2598,Rps17,-0.84401249
2599,Rps19,0.956077524
2600,Rps24,-0.84401249
2601,Rps3,0.441766092
2602,Rps6,-0.586856773
2603,Rps6kb1,-0.586856773
2604,Rras,-0.84401249
2605,Rrp1b,"1.027918328, 0.308019289, 0.57466636"
2606,Rrs1,-0.84401249
2607,Rsad2,3.527634687
2608,Rsph1,"0.186084316, -0.797412596, 0.907365284"
2609,Rtkn2,-0.84401249
2610,Rtn4,0.184610375
2611,Rtp4,-0.586856773
2612,Rubcn,-0.84401249
2613,Runx1,-0.329701057
2614,Runx2,-0.84401249
2615,Runx3,-0.329701057
2616,S100a14,-0.329701057
2617,S100a8,-0.586856773
2618,S100a9,-0.586856773
2619,S1pr1,-0.84401249
2620,SIK1,0.014515025
2621,SLC37A1,2.088627383
2622,SRSF3,0.708897251
2623,STK38,-0.171146142
2624,Sac3d1,-0.072545341
2625,Samd9l,-0.84401249
2626,Samhd1,-0.072545341
2627,Samsn1,0.184610375
2628,Sarm1,-0.586856773
2629,Sart1,-0.329701057
2630,Sart3,-0.84401249
2631,Sash3,3.527634687
2632,Satb1,-0.84401249
2633,Sbds,-0.84401249
2634,Sbno2,-0.586856773
2635,Scap,-0.586856773
2636,Scart2,-0.84401249
2637,Scd1,-0.586856773
2638,Scg2,-0.84401249
2639,Scgb1a1,-0.586856773
2640,Scimp,0.698921808
2641,Scin,-0.586856773
2642,Scnn1b,-0.586856773
2643,Scrib,-0.586856773
2644,Sdc4,-0.586856773
2645,Sdhaf4,-0.586856773
2646,Sec14l1,-0.072545341
2647,Sectm1a,-0.586856773
2648,Sectm1b,-0.586856773
2649,Seh1l,-0.586856773
2650,Sele,-0.329701057
2651,Selenok,0.184610375
2652,Selenos,-0.072545341
2653,Sell,-0.329701057
2654,Selp,-0.329701057
2655,Selplg,-0.84401249
2656,Sema4a,-0.586856773
2657,Sema7a,0.184610375
2658,Senp1,-0.586856773
2659,Serinc3,-0.586856773
2660,Serinc5,-0.586856773
2661,Serpina3g,-0.586856773
2662,Serpinb12,-0.84401249
2663,Serpinb1a,-0.072545341
2664,Serpinb3a,0.698921808
2665,Serpinb9,0.698921808
2666,Serpinb9b,-0.586856773
2667,Serpinb9f,-0.84401249
2668,Serpine1,-0.072545341
2669,Serping1,0.698921808
2670,Setd1a,-0.586856773
2671,Setd2,-0.586856773
2672,Sfpq,0.441766092
2673,Sfrp1,-0.586856773
2674,Sfrp2,-0.84401249
2675,Sftpa1,-0.84401249
2676,Sftpd,-0.329701057
2677,Sfxn1,-0.84401249
2678,Sgpl1,-0.84401249
2679,Sh2b2,0.441766092
2680,Sh2b3,-0.84401249
2681,Sh2d1a,1.984700389
2682,Sh2d1b1,1.984700389
2683,Sh2d1b2,1.984700389
2684,Sh3kbp1,-0.329701057
2685,Sh3pxd2a,-0.84401249
2686,Sh3rf1,-0.586856773
2687,Shb,0.956077524
2688,Shc1,-0.586856773
2689,Shfl,-0.586856773
2690,Shh,-0.329701057
2691,Shld1,3.013323254
2692,Shld2,3.013323254
2693,Shld3,3.013323254
2694,Shmt2,-0.586856773
2695,Shpk,-0.586856773
2696,Siae,-0.586856773
2697,Siglecg,0.184610375
2698,Sik1,"0.028240438, 1.56107722, 1.063011592"
2699,Sin3a,0.441766092
2700,Sipa1l3,-0.84401249
2701,Sirpa,-0.072545341
2702,Sirpb1a,-0.329701057
2703,Sirpb1b,-0.329701057
2704,Sirpb1c,-0.329701057
2705,Sirt1,1.470388957
2706,Sirt2,-0.072545341
2707,Sit1,-0.329701057
2708,Siva1,-0.84401249
2709,Six1,-0.84401249
2710,Six4,-0.84401249
2711,Skap1,0.956077524
2712,Skap2,-0.84401249
2713,Skil,-0.84401249
2714,Skint1,0.441766092
2715,Skint10,0.441766092
2716,Skint11,0.441766092
2717,Skint2,0.441766092
2718,Skint3,0.441766092
2719,Skint4,0.441766092
2720,Skint5,0.441766092
2721,Skint6,0.441766092
2722,Skint7,0.441766092
2723,Skint8,0.441766092
2724,Skint9,0.441766092
2725,Skp2,-0.586856773
2726,Sla,-0.586856773
2727,Sla2,0.441766092
2728,Slamf1,3.527634687
2729,Slamf6,1.984700389
2730,Slamf7,-0.329701057
2731,Slamf8,0.184610375
2732,Slamf9,-0.586856773
2733,Slc11a1,1.470388957
2734,Slc11a2,-0.84401249
2735,Slc12a2,-0.84401249
2736,Slc15a3,-0.586856773
2737,Slc15a4,1.727544673
2738,Slc22a13,3.527634687
2739,Slc25a38,-0.84401249
2740,Slc25a5,-0.84401249
2741,Slc26a6,-0.586856773
2742,Slc37a1,"-0.024374188, 0.026514281, -0.617834709"
2743,Slc37a4,-0.84401249
2744,Slc39a10,0.441766092
2745,Slc39a3,-0.84401249
2746,Slc40a1,-0.84401249
2747,Slc46a2,-0.586856773
2748,Slc4a1,-0.329701057
2749,Slc7a1,-0.329701057
2750,Slc7a11,-0.586856773
2751,Slc7a2,-0.586856773
2752,Slc7a6os,-0.84401249
2753,Slc8a3,-0.84401249
2754,Slc8b1,-0.586856773
2755,Slc9b2,-0.329701057
2756,Slfn1,-0.586856773
2757,Slfn8,-0.586856773
2758,Slfn9,-0.586856773
2759,Slit2,-0.586856773
2760,Slpi,-0.586856773
2761,Smad3,-0.072545341
2762,Smad5,-0.84401249
2763,Smad6,-0.586856773
2764,Smad7,1.470388957
2765,Smap1,-0.586856773
2766,Smarca4,-0.84401249
2767,Smpd1,-0.586856773
2768,Smpd3,-0.586856773
2769,Smpdl3b,-0.072545341
2770,Snap23,-0.586856773
2771,Snca,-0.329701057
2772,Snx10,-0.84401249
2773,Snx4,1.213233241
2774,Socs1,0.184610375
2775,Socs5,1.470388957
2776,Socs6,-0.586856773
2777,Sod1,-0.84401249
2778,Sod2,-0.84401249
2779,Sos1,-0.586856773
2780,Sos2,-0.586856773
2781,Sox11,-0.586856773
2782,Sox12,-0.329701057
2783,Sox13,-0.329701057
2784,Sox4,-0.329701057
2785,Sox6,-0.84401249
2786,Sox9,-0.586856773
2787,Sp1,-0.84401249
2788,Sp110,-0.586856773
2789,Sp3,-0.84401249
2790,Sp7,-0.84401249
2791,Spag11a,-0.586856773
2792,Spag11b,-0.586856773
2793,Sphk1,-0.586856773
2794,Sphk2,1.213233241
2795,Spi1,1.470388957
2796,Spib,-0.84401249
2797,Spink5,0.184610375
2798,Spn,1.984700389
2799,Spns2,-0.072545341
2800,Spon2,0.441766092
2801,Spp1,-0.84401249
2802,Sppl2a,-0.072545341
2803,Sppl2b,-0.072545341
2804,Sppl3,0.441766092
2805,Spta1,-0.329701057
2806,Sptb,-0.84401249
2807,Sqstm1,-0.84401249
2808,Src,-0.586856773
2809,Srebf1,0.441766092
2810,Srf,-0.84401249
2811,Srms,-0.586856773
2812,Srsf3,"-0.392676568, -0.142750939, 0.208984856"
2813,Srsf4,-0.84401249
2814,Ssbp3,-0.84401249
2815,Ssc5d,-0.586856773
2816,St3gal1,-0.586856773
2817,St3gal4,-0.586856773
2818,Stab1,-0.586856773
2819,Stab2,-0.586856773
2820,Stap1,1.470388957
2821,Stard7,-0.586856773
2822,Stat1,-0.072545341
2823,Stat2,-0.072545341
2824,Stat3,-0.329701057
2825,Stat5a,1.984700389
2826,Stat5b,1.984700389
2827,Stat6,3.013323254
2828,Sting1,0.441766092
2829,Stk10,-0.586856773
2830,Stk11,0.441766092
2831,Stk3,-0.84401249
2832,Stk38,"-0.340061942, 0.908002593, -0.565074044"
2833,Stk39,-0.329701057
2834,Stk4,-0.84401249
2835,Stoml2,0.441766092
2836,Ston2,-0.84401249
2837,Stx11,-0.586856773
2838,Stx4a,1.470388957
2839,Stx7,3.527634687
2840,Stx8,-0.586856773
2841,Stxbp1,1.213233241
2842,Stxbp2,1.213233241
2843,Stxbp3,-0.586856773
2844,Stxbp4,-0.586856773
2845,Styk1,-0.586856773
2846,Sucnr1,-0.586856773
2847,Supt6,1.213233241
2848,Susd4,1.727544673
2849,Sva,-0.586856773
2850,Sval1,-0.586856773
2851,Sval2,-0.586856773
2852,Sval3,-0.586856773
2853,Swap70,-0.072545341
2854,Syk,1.213233241
2855,Syncrip,-0.586856773
2856,Syt11,-0.072545341
2857,Syvn1,-0.84401249
2858,TBC1D22B,0.014515025
2859,TFF1,0.857005407
2860,TFF3,3.059576156
2861,TMPRSS3,1.403279477
2862,TRIM26,0.548144511
2863,TRIM31,-0.679867202
2864,TRIM40,-0.191455975
2865,Tac1,-0.072545341
2866,Tac4,-0.586856773
2867,Tacc3,-0.84401249
2868,Tacr1,-0.329701057
2869,Tafa3,-0.329701057
2870,Tafa4,-0.84401249
2871,Tagap,-0.586856773
2872,Tal1,-0.586856773
2873,Tap1,0.698921808
2874,Tap2,3.527634687
2875,Tapbp,-0.84401249
2876,Tapbpl,-0.586856773
2877,Tarbp2,-0.072545341
2878,Tarm1,-0.329701057
2879,Tasl,0.441766092
2880,Taz,-0.84401249
2881,Tbc1d10c,-0.586856773
2882,Tbc1d22b,"0.13346969, -0.079767102, 0.804398547"
2883,Tbc1d22bos,-0.024374188
2884,Tbk1,0.441766092
2885,Tbkbp1,-0.586856773
2886,Tbx1,-0.84401249
2887,Tbx21,3.270478971
2888,Tcaf2,-0.84401249
2889,Tcea1,-0.84401249
2890,Tcf21,-0.84401249
2891,Tcf3,-0.329701057
2892,Tcf7,-0.586856773
2893,Tcim,-0.329701057
2894,Tcirg1,-0.586856773
2895,Tcra-V3.1,-0.84401249
2896,Tcta,-0.586856773
2897,Tdgf1,-0.586856773
2898,Tec,0.441766092
2899,Tek,0.184610375
2900,Tent2,-0.84401249
2901,Terc,-0.84401249
2902,Tesc,-0.329701057
2903,Tespa1,0.441766092
2904,Tet2,-0.84401249
2905,Tex101,-0.329701057
2906,Tfe3,-0.329701057
2907,Tfeb,-0.586856773
2908,Tff1,"-0.182218065, -0.527324421, -0.528607619"
2909,Tff2,-0.586856773
2910,Tff3,"-0.445291194, -0.216155508, -0.864306907"
2911,Tfrc,3.013323254
2912,Tgfb1,3.013323254
2913,Tgfb2,0.441766092
2914,Tgfb3,-0.329701057
2915,Tgfbr1,-0.84401249
2916,Tgfbr2,-0.329701057
2917,Tgfbr3,-0.586856773
2918,Tgtp1,-0.586856773
2919,Thbs1,-0.329701057
2920,Thbs4,-0.329701057
2921,Themis,0.441766092
2922,Themis2,0.441766092
2923,Themis3,0.441766092
2924,Thoc1,1.213233241
2925,Thoc5,-0.586856773
2926,Thpo,-0.586856773
2927,Thra,-0.84401249
2928,Thsd1,-0.84401249
2929,Thy1,0.441766092
2930,Ticam1,0.956077524
2931,Ticam2,-0.586856773
2932,Tifa,-0.586856773
2933,Tigit,-0.586856773
2934,Timd2,-0.329701057
2935,Tiparp,-0.84401249
2936,Tirap,0.441766092
2937,Tjp2,-0.586856773
2938,Tkfc,-0.072545341
2939,Tlr1,-0.586856773
2940,Tlr11,-0.586856773
2941,Tlr12,-0.586856773
2942,Tlr13,-0.586856773
2943,Tlr2,1.213233241
2944,Tlr3,0.184610375
2945,Tlr4,1.213233241
2946,Tlr5,-0.586856773
2947,Tlr6,-0.072545341
2948,Tlr7,-0.586856773
2949,Tlr8,0.441766092
2950,Tlr9,1.213233241
2951,Tlx1,-0.84401249
2952,Tmbim6,-0.329701057
2953,Tmem102,-0.329701057
2954,Tmem106a,-0.586856773
2955,Tmem131l,-0.586856773
2956,Tmem143,-0.84401249
2957,Tmem14c,-0.84401249
2958,Tmem176a,-0.586856773
2959,Tmem176b,-0.586856773
2960,Tmem178,-0.586856773
2961,Tmem190,-0.84401249
2962,Tmem217,"-0.445291194, -0.732288592, -0.648317997"
2963,Tmem64,-0.329701057
2964,Tmem91,-0.84401249
2965,Tmem98,-0.586856773
2966,Tmf1,-0.586856773
2967,Tmod3,-0.84401249
2968,Tmprss3,"-0.076988813, -0.681019137, -0.883796899"
2969,Tnf,3.013323254
2970,Tnfaip3,0.698921808
2971,Tnfaip8,-0.586856773
2972,Tnfaip8l2,-0.329701057
2973,Tnfrsf11a,-0.586856773
2974,Tnfrsf13b,-0.329701057
2975,Tnfrsf13c,1.470388957
2976,Tnfrsf14,0.956077524
2977,Tnfrsf17,-0.586856773
2978,Tnfrsf18,-0.329701057
2979,Tnfrsf1a,-0.586856773
2980,Tnfrsf1b,1.470388957
2981,Tnfrsf21,0.441766092
2982,Tnfrsf23,-0.84401249
2983,Tnfrsf4,0.184610375
2984,Tnfsf10,-0.586856773
2985,Tnfsf11,-0.072545341
2986,Tnfsf12,-0.586856773
2987,Tnfsf13,3.013323254
2988,Tnfsf13b,1.470388957
2989,Tnfsf14,-0.072545341
2990,Tnfsf15,-0.586856773
2991,Tnfsf18,0.956077524
2992,Tnfsf4,3.527634687
2993,Tnfsf8,-0.586856773
2994,Tnfsf9,-0.072545341
2995,Tnfsfm13,3.013323254
2996,Tnip2,-0.329701057
2997,Tnk1,-0.586856773
2998,Tnk2,-0.586856773
2999,Tnrc6c,-0.84401249
3000,Tob2,-0.586856773
3001,Tollip,-0.586856773
3002,Tomm70a,0.441766092
3003,Top2a,-0.84401249
3004,Tox,-0.329701057
3005,Tpd52,-0.84401249
3006,Tpo,-0.84401249
3007,Traf2,3.527634687
3008,Traf3,-0.072545341
3009,Traf3ip1,-0.072545341
3010,Traf3ip2,-0.072545341
3011,Traf6,3.527634687
3012,Trafd1,-0.072545341
3013,Traj18,-0.84401249
3014,Trat1,0.441766092
3015,Trav12-1,-0.586856773
3016,Trav12-2,-0.586856773
3017,Trav12-3,-0.586856773
3018,Trav12d-1,-0.586856773
3019,Trav12n-2,-0.586856773
3020,Trav12n-3,-0.586856773
3021,Trav15-1-dv6-1,-0.586856773
3022,Trav15-2-dv6-2,-0.586856773
3023,Trav15d-1-dv6d-1,-0.586856773
3024,Trav15d-2-dv6d-2,-0.586856773
3025,Trav16,-0.586856773
3026,Trav16d-dv11,-0.586856773
3027,Trav16n,-0.586856773
3028,Trav6-1,-0.586856773
3029,Trav6-2,-0.586856773
3030,Trav6-3,-0.586856773
3031,Trav6-4,-0.586856773
3032,Trav6-5,-0.586856773
3033,Trav6-6,-0.586856773
3034,Trav6-7-dv9,-0.586856773
3035,Trav6d-3,-0.586856773
3036,Trav6d-4,-0.586856773
3037,Trav6d-5,-0.586856773
3038,Trav6d-7,-0.586856773
3039,Trav6n-5,-0.586856773
3040,Trav6n-6,-0.586856773
3041,Trav6n-7,-0.586856773
3042,Trbc1,0.441766092
3043,Trbc2,0.441766092
3044,Trdc,0.441766092
3045,Trdv2-1,-0.586856773
3046,Trdv2-2,-0.586856773
3047,Trdv4,0.441766092
3048,Trdv5,-0.586856773
3049,Trem1,-0.586856773
3050,Trem2,3.013323254
3051,Trem3,0.441766092
3052,Treml2,-0.84401249
3053,Treml4,-0.072545341
3054,Trex1,0.698921808
3055,Trf,-0.586856773
3056,Trgv1,-0.586856773
3057,Trib1,-0.329701057
3058,Tril,-0.072545341
3059,Trim10,-0.586856773
3060,Trim11,-0.586856773
3061,Trim12a,-0.586856773
3062,Trim12c,-0.586856773
3063,Trim13,-0.586856773
3064,Trim14,-0.586856773
3065,Trim15,-0.586856773
3066,Trim17,-0.586856773
3067,Trim21,-0.072545341
3068,Trim25,-0.586856773
3069,Trim26,"-0.586856773, -0.445291194, 1.413021468, -0.839848885"
3070,Trim27,0.184610375
3071,Trim28,-0.586856773
3072,Trim29,-0.586856773
3073,Trim30a,-0.586856773
3074,Trim30b,-0.586856773
3075,Trim30c,-0.586856773
3076,Trim30d,-0.586856773
3077,Trim31,"-0.586856773, -0.445291194, -0.470533145, -0.859480611"
3078,Trim32,-0.586856773
3079,Trim34a,-0.586856773
3080,Trim34b,-0.586856773
3081,Trim35,-0.586856773
3082,Trim38,-0.072545341
3083,Trim39,-0.586856773
3084,Trim40,"-0.586856773, -0.445291194, -0.065425498, -0.241080328"
3085,Trim43a,-0.586856773
3086,Trim43b,-0.586856773
3087,Trim43c,-0.586856773
3088,Trim44,-0.072545341
3089,Trim5,-0.586856773
3090,Trim55,-0.586856773
3091,Trim56,-0.586856773
3092,Trim58,-0.586856773
3093,Trim59,-0.586856773
3094,Trim6,0.956077524
3095,Trim60,-0.586856773
3096,Trim61,-0.586856773
3097,Trim62,0.441766092
3098,Trim68,-0.586856773
3099,Trim75,-0.586856773
3100,Trim8,-0.586856773
3101,Triml1,-0.586856773
3102,Triml2,-0.586856773
3103,Trp53,-0.072545341
3104,Trp53bp1,3.013323254
3105,Trpm2,-0.84401249
3106,Trpm4,1.470388957
3107,Trpv1,-0.84401249
3108,Trpv4,-0.329701057
3109,Tsc1,-0.586856773
3110,Tsc22d3,-0.586856773
3111,Tshr,-0.84401249
3112,Tslp,-0.072545341
3113,Tspan2,-0.84401249
3114,Tspan32,-0.072545341
3115,Tspan6,-0.072545341
3116,Tspo2,-0.84401249
3117,Ttbk1,-0.329701057
3118,Ttc4,-0.586856773
3119,Ttc7,-0.84401249
3120,Ttll1,-0.586856773
3121,Ttll12,-0.072545341
3122,Tusc2,-0.586856773
3123,Twist2,-0.586856773
3124,Twsg1,-0.586856773
3125,Txk,0.441766092
3126,Txlna,-0.84401249
3127,Txnrd2,-0.84401249
3128,Tyr,-0.84401249
3129,Tyro3,-0.072545341
3130,Tyrobp,1.470388957
3131,U2AF1,-0.494636423
3132,U2af1,"-0.392676568, -0.306277923, -0.184241007"
3133,UBASH3A,-0.488823809
3134,Uba5,-0.84401249
3135,Ubash3a,"0.441766092, 0.607001322, -0.642790484, -0.440546763"
3136,Ubash3b,-0.586856773
3137,Ubd,-0.586856773
3138,Ube2k,0.441766092
3139,Ube2n,0.441766092
3140,Ufd1,-0.072545341
3141,Ufl1,-0.84401249
3142,Ulbp1,1.984700389
3143,Umod,-0.586856773
3144,Umodl1,"-0.84401249, 2.290669348, -0.497269341, -0.638227493"
3145,Unc13b,0.441766092
3146,Unc13d,0.956077524
3147,Unc93b1,-0.586856773
3148,Ung,-0.586856773
3149,Usp12,0.441766092
3150,Usp14,-0.586856773
3151,Usp15,-0.072545341
3152,Usp18,-0.072545341
3153,Usp25,-0.586856773
3154,Usp46,0.441766092
3155,Usp9x,0.441766092
3156,VARS2,3.059576156
3157,Vamp2,-0.586856773
3158,Vamp3,-0.586856773
3159,Vamp4,-0.586856773
3160,Vamp7,1.213233241
3161,Vamp8,1.213233241
3162,Vars2,"-0.182218065, 0.422253414, -0.651891948"
3163,Vav1,1.984700389
3164,Vav3,0.441766092
3165,Vcam1,-0.329701057
3166,Vegfa,-0.072545341
3167,Vegfb,-0.329701057
3168,Vegfc,-0.329701057
3169,Vegfd,-0.329701057
3170,Vgf,-0.586856773
3171,Vim,-0.586856773
3172,Vip,-0.586856773
3173,Vmn1r13,-0.84401249
3174,Vmn1r214,-0.84401249
3175,Vmn2r74,-0.84401249
3176,Vnn1,-0.072545341
3177,Vpreb1,-0.586856773
3178,Vpreb2,-0.586856773
3179,Vpreb3,-0.072545341
3180,Vps26b,-0.586856773
3181,Vps33a,-0.84401249
3182,Vps33b,-0.84401249
3183,Vsig4,0.698921808
3184,Vsir,1.727544673
3185,Vtcn1,0.441766092
3186,Vtn,-0.586856773
3187,WDR4,0.418969249
3188,WIZ,0.014515025
3189,Wap,-0.586856773
3190,Was,1.470388957
3191,Wasf2,-0.84401249
3192,Washc1,-0.072545341
3193,Wdfy4,-0.84401249
3194,Wdr1,-0.84401249
3195,Wdr38,-0.84401249
3196,Wdr4,"-0.392676568, -0.14344288, -0.516373204"
3197,Wdr61,-0.586856773
3198,Wdr7,-0.84401249
3199,Wfdc10,-0.586856773
3200,Wfdc11,-0.586856773
3201,Wfdc12,-0.586856773
3202,Wfdc13,-0.586856773
3203,Wfdc15a,-0.586856773
3204,Wfdc15b,-0.586856773
3205,Wfdc16,-0.586856773
3206,Wfdc17,-0.586856773
3207,Wfdc18,-0.586856773
3208,Wfdc2,-0.586856773
3209,Wfdc21,-0.586856773
3210,Wfdc3,-0.586856773
3211,Wfdc5,-0.586856773
3212,Wfdc6a,-0.586856773
3213,Wfdc9,-0.586856773
3214,Wipi2,-0.586856773
3215,Wiz,"-0.182218065, -0.608136775, -0.270570015"
3216,Wnk1,0.441766092
3217,Wnt1,-0.84401249
3218,Wnt10b,-0.84401249
3219,Wnt2b,-0.84401249
3220,Wnt3a,-0.329701057
3221,Wnt4,-0.84401249
3222,Wnt5a,0.956077524
3223,Wrnip1,-0.586856773
3224,Wwp1,-0.84401249
3225,Xbp1,0.956077524
3226,Xcl1,3.527634687
3227,Xcr1,-0.586856773
3228,Xkr8,-0.84401249
3229,Xrcc4,-0.586856773
3230,Xrcc5,0.441766092
3231,Xrcc6,0.441766092
3232,Yes1,-0.586856773
3233,Ythdf1,-0.586856773
3234,Ythdf2,-0.072545341
3235,Ythdf3,-0.072545341
3236,Ywhaz,-0.586856773
3237,Yy1,-0.84401249
3238,ZFAND3,0.708897251
3239,Zap70,0.441766092
3240,Zbp1,0.441766092
3241,Zbtb1,3.527634687
3242,Zbtb16,-0.329701057
3243,Zbtb24,-0.84401249
3244,Zbtb32,-0.84401249
3245,Zbtb46,-0.329701057
3246,Zbtb7a,-0.586856773
3247,Zbtb7b,0.956077524
3248,Zc3h12a,1.213233241
3249,Zc3h12d,-0.586856773
3250,Zc3h8,-0.586856773
3251,Zc3hav1,-0.072545341
3252,Zcchc3,0.441766092
3253,Zdhhc1,-0.072545341
3254,Zdhhc11,-0.072545341
3255,Zeb1,-0.586856773
3256,Zfand3,"-0.234832691, -0.107683741, 0.347763087"
3257,Zfat,-0.84401249
3258,Zfp101,"-0.129603439, 1.111590759, -0.242735175"
3259,Zfp335,-0.329701057
3260,Zfp35,0.184610375
3261,Zfp36,-0.586856773
3262,Zfp36l1,-0.329701057
3263,Zfp36l2,-0.586856773
3264,Zfp385a,-0.84401249
3265,Zfp422-rs1,0.13346969
3266,Zfp472,"0.712230574, -0.528152038, 0.284878534"
3267,Zfp563,"1.396220709, 0.34671318, 2.193238676"
3268,Zfp580,-0.329701057
3269,Zfp608,-0.586856773
3270,Zfp609,-0.329701057
3271,Zfp683,-0.072545341
3272,Zfp763,"0.186084316, 0.759679591, -0.190590454"
3273,Zfp784,-0.84401249
3274,Zfp799,"0.080855064, 1.365403914, -0.275193878"
3275,Zfp809,-0.586856773
3276,Zfp81,"0.50177207, 0.331442606, 2.278617294"
3277,Zfp811,"-0.445291194, 0.088208759, -0.436842171"
3278,Zfp870,"2.13282547, -0.527201173, -0.435852918"
3279,Zfp871,"0.028240438, 0.155941239, 0.97658032"
3280,Zfp950,-0.84401249
3281,Zfp952,0.13346969
3282,Zfp955a,"-0.076988813, -0.652349343, 1.119896474"
3283,Zfp955b,-0.234832691
3284,Zfp980,-0.84401249
3285,Zfpm1,-0.586856773
3286,Zg16,-0.586856773
3287,Zmiz1,-0.329701057
3288,Zmpste24,-0.072545341
3289,Zmynd11,-0.586856773
3290,Znhit1,-0.586856773
3291,Zp3,3.527634687
3292,Zp3r,1.727544673
3293,Zpbp2,-0.329701057
3294,Zswim9,-0.84401249
3295,Zyx,-0.586856773
3296,f,-0.84401249
3297,hem1,-0.84401249
3298,sgl,-0.84401249
